scope,url,name,google place query (name from wiki),google place id
British Columbia,https://www.northernhealth.ca/locations/hospitals/mills-memorial-hospital,Mills Memorial Hospital,British Columbia Mills Memorial Hospital,ChIJcRZf44yZdFQR39ZjzYJTq5g
British Columbia,http://www.fraserhealth.ca/,Mission Memorial Hospital,British Columbia Mission Memorial Hospital,ChIJx72W-vIzhFQRxfIgA9gyNYY
British Columbia,http://www.providencehealthcare.org/hospitals-residences/mount-saint-joseph-hospital,Mount Saint Joseph Hospital,British Columbia Mount Saint Joseph Hospital,ChIJPwpCtuJzhlQR2boCYMk360c
British Columbia,https://mountstmary.ca/,Mount St. Mary Hospital,British Columbia Mount St. Francis Hospital,ChIJSTtUpv1sCUERDNiuaHDkU2U
British Columbia,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/nanaimo-regional-general-hospital,Nanaimo Regional General Hospital,British Columbia Nanaimo Regional General Hospital,ChIJt7-Ke9SjiFQRJwOTi5Oj25I
British Columbia,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Nicola%20Valley%20Hospital%20and%20Health%20Centre&svc=Telehealth&ploc=N/A,Nicola Valley Hospital and Health Centre,British Columbia Nicola Valley Health Centre,ChIJud9cnd-QgVQRtEGaLFXDHLo
British Columbia,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Overlander%20Residential%20Care&svc=Residential%20Care&ploc=N/A,Overlander Residential Care,British Columbia Overlander Extended Care Hospital,ChIJP6u2kcwsflMRrw3w8VfVkfo
British Columbia,https://www.fraserhealth.ca/,Peace Arch Hospital,British Columbia Peace Arch Hospital,ChIJp26ilYHEhVQRV_pTq1lO-aU
British Columbia,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Penticton+Regional+Hospital,Penticton Regional Hospital,British Columbia Penticton Regional Hospital,ChIJZ8VkOcWJglQR5NsQo-ZPbHU
British Columbia,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/port-alice-health-centre,Port Alice Health Centre,British Columbia Port Alice Hospital,ChIJxRZb_P-NY1QR-DoFU3G0O7w
British Columbia,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/port-hardy-hospital,Port Hardy Hospital,British Columbia Port Hardy Hospital,ChIJqVgJNjJ8ZFQRsf9e-RxYWP4
British Columbia,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/port-mcneill-hospital,Port McNeill Hospital,British Columbia Port McNeill and District Hospital,ChIJb-cfbGJ3Y1QRmVBXddDHlAw
British Columbia,https://powellriverconnect.com/directory/health-and-wellness/doctors/powell-river-general-hospital/,Powell River General Hospital,British Columbia Powell River General Hospital,ChIJBdmcNMHmh1QRFMzBh1ABeoU
British Columbia,http://www.northernhealth.ca,Prince Rupert Regional Hospital,British Columbia Prince Rupert Regional Hospital,ChIJGbYK6A_VclQRhmPGzXOfo3A
British Columbia,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Princeton%20General%20Hospital&svc=&ploc=,Princeton General Hospital,British Columbia Princeton General Hospital,ChIJDSVaEnqxg1QROJfLjT8U71o
British Columbia,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/queen-alexandra-centre-childrens-health,Queen Alexandra Centre for Children's Health,British Columbia Queen Alexandra Centre for Children's Health,ChIJw-Hddk9xj1QRhX_nihmb4Yw
British Columbia,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Queen%20Victoria%20Hospital&svc=Psychiatry&ploc=N/A,Queen Victoria Hospital,British Columbia Queen Victoria Hospital,ChIJ27FbVUs2eVMR2-VhBdda5gI
British Columbia,https://www.fraserhealth.ca/,Queen's Park Care Centre,British Columbia Queen's Park Hospital,ChIJheTjJQjYhVQR5uNYol7uD10
British Columbia,http://www.vch.ca/Locations-Services/result?res_id=1353,R W Large Memorial Hospital,British Columbia R.W. Large Memorial Hospital,ChIJm7_tnSv-cFQRdTmIcWqDRuo
British Columbia,http://www.vch.ca/locations-services/result?res_id=1,Richmond Hospital,British Columbia Richmond Hospital,ChIJm-EweM4KhlQRWTQ1Y5v8C9o
British Columbia,http://www.fraserhealth.ca/,Ridge Meadows Hospital,British Columbia Ridge Meadows Hospital & Health Care Centre,ChIJbRj1q4HUhVQRTQcyDvuK014
British Columbia,http://renewingriverview.com/,Riverview Hospital,British Columbia Riverview Hospital,ChIJdYvQt3XYhVQR7XkdVnuGuik
British Columbia,https://www.fraserhealth.ca/Service-Directory/Locations/New-Westminster/royal-columbian-hospital#.XSdr3flKhGM,Royal Columbian Hospital,British Columbia Royal Columbian Hospital,ChIJdYvQt3XYhVQRsvRlsqVEkT0
British Columbia,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Royal%20Inland%20Hospital&svc=&ploc=,Royal Inland Hospital,British Columbia Royal Inland Hospital,ChIJR436CFMsflMRvj2om5NWohk
British Columbia,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/royal-jubilee-hospital-rjh,Royal Jubilee Hospital,British Columbia Juan de Fuca Hospitals,ChIJyzPFgG50j1QRuXbxDdqs3dY
British Columbia,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/royal-jubilee-hospital-rjh,Royal Jubilee Hospital,British Columbia Royal Jubilee Hospital,ChIJyzPFgG50j1QRuXbxDdqs3dY
British Columbia,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/saanich-peninsula-hospital,Saanich Peninsula Hospital,British Columbia Saanich Peninsula Hospital,ChIJpRIA_Slvj1QRj71OCMTamPo
British Columbia,http://www.vch.ca/Locations-Services/result?res_id=648,Sechelt Hospital,British Columbia Sechelt Hospital,ChIJ0aVD6Gw6hlQRI2UZ0ujSv_M
British Columbia,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Shuswap%20Lake%20General%20Hospital&svc=CT%20Scan&ploc=N/A,Shuswap Lake General Hospital,British Columbia Shuswap Lake General Hospital,ChIJqQO2YgD1flMR4i7iScGgKOk
British Columbia,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Slocan%20Community%20Health%20Centre&svc=&ploc=,Slocan Community Health Centre,British Columbia Slocan Community Health Centre,ChIJzT9ieBCCfFMRV64LmOn_4KA
British Columbia,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=South%20Okanagan%20General%20Hospital&svc=Patient/Family%20Counselling&ploc=N/A,South Okanagan General Hospital,British Columbia South Okanagan General Hospital,ChIJYXqeYU_qglQR5Owul-XmCf4
British Columbia,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Sparwood%20Primary%20Health%20Care&svc=Immunization%20Services&ploc=N/A,Sparwood Health Centre,British Columbia Sparwood Health Centre,ChIJJ7H2uDNZZVMRPApNFgoDM2w
British Columbia,http://www.vch.ca/Locations-Services/result?res_id=628,Squamish General Hospital- Emergency Department,British Columbia Squamish General Hospital,ChIJmXaQFSP4hlQRYjcH0rHug5Y
British Columbia,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=St.%20Bartholomew%pos%s%20Health%20Centre&svc=&ploc=,St Bartholomew's Health Centre,British Columbia St Bartholomew's Hospital,ChIJXxw7NugEgVQRnc4JDirw3KU
British Columbia,https://stmichaels.bc.ca/,St. Michael’s Centre Extended Care,British Columbia St. Michael's Centre Extended Care Hospital,ChIJrZQX52h2hlQRrhsabtmBN5o
British Columbia,http://www.providencehealthcare.org/,St. Paul's Hospital,British Columbia St. Paul's Hospital,ChIJzXg_2tRzhlQRt81iFRALzUY
British Columbia,http://www.providencehealthcare.org/hospitals-residences/st-vincents-langara,St. Vincent's Hospital Langara,British Columbia St. Vincent's Hospitals,ChIJTcR94F50hlQRe3HLYFRQvHg
British Columbia,https://www.northernhealth.ca/locations/health-units/stewart-health-centre,Stewart Health Centre,British Columbia Stewart Health Centre,ChIJlb_tnSv-cFQRlE41R2eCV7M
British Columbia,https://www.northernhealth.ca/locations/long-term-care/stuart-lake-hospital,Stuart Lake General Hospital,British Columbia Stuart Lake General Hospital,ChIJl_Gt6QahiVMReyMBfybg5r8
British Columbia,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Summerland%20Health%20Centre&svc=Social%20Work%20Services&ploc=N/A,Summerland Health Centre,British Columbia Summerland Health Centre,ChIJz2_nIeNkglQR1ZW3QsgIR8M
British Columbia,http://www.bcchildrens.ca/our-services/sunny-hill-health-centre/about,Sunny Hill Health Centre for Children,British Columbia Sunny Hill Health Centre for Children,ChIJJ0laGfJ-C0ERohG42I4YwaE
British Columbia,https://www.fraserhealth.ca/Service-Directory/Locations/Surrey/surrey-memorial-hospital,Surrey Memorial Hospital,British Columbia Surrey Memorial Hospital,ChIJq1zTGNvZhVQRuen1zB8repY
British Columbia,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/tofino-general-hospital,Tofino General Hospital,British Columbia Tofino General Hospital,ChIJjz2JQy2XiVQREdcInqR_atk
British Columbia,https://www.islandhealth.ca/our-locations/long-term-care-locations/trillium-lodge,Trillium Lodge,British Columbia Trillium Lodge,ChIJ0bnp1PGPiFQRvIyhn4MyvUE
British Columbia,https://www.northernhealth.ca/locations/hospitals/university-hospital-northern-british-columbia-uhnbc,University Hospital of Northern British Columbia,British Columbia Prince George Regional Hospital,ChIJyZ0qxh2ZiFMRzHdiZRVRU4g
British Columbia,https://www.northernhealth.ca/locations/hospitals/university-hospital-northern-british-columbia-uhnbc,University Hospital of Northern British Columbia,British Columbia Amherst Hospital & Nursing Home,ChIJyZ0qxh2ZiFMRzHdiZRVRU4g
British Columbia,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Vernon%20Jubilee%20Hospital&svc=&ploc=,Vernon Jubilee Hospital,British Columbia Vernon Jubilee Hospital,ChIJL5rDr97YfVMRhhVT9I3gXAU
British Columbia,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/victoria-general-hospital-vgh,Victoria General Hospital,British Columbia Victoria General Hospital,ChIJU3da9OZyj1QRU4k_LxVr1Wc
British Columbia,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Location&loc=Victorian%20Community%20Health%20Centre&svc=&ploc=,Victorian Community Health Centre of Kaslo,British Columbia Victorian Community Health Centre of Kaslo,ChIJtVqfkt9oe1MRTp3dIMTIB2c
British Columbia,https://www.islandhealth.ca/our-locations/hospitals-health-centre-locations/west-coast-general-hospital,West Coast General Hospital,British Columbia West Coast General Hospital,ChIJm26q7dv2iFQRpU_Jir0f4Mw
British Columbia,http://www.vch.ca/locations-and-services/find-locations/?site_id=185,Whistler Health Care Centre,British Columbia Whistler Health Care Centre,ChIJERG5J7I8h1QR70KTV9mzmFE
British Columbia,https://www.northernhealth.ca/locations/long-term-care/wrinch-memorial-hospital,Wrinch Memorial Hospital,British Columbia Wrinch Memorial Hospital,ChIJh1uQ34BJdVQRWXEycrAp6lk
Cochrane District,http://www.timmins.ca/,Timmins,Ontario Timmins & District Hospital,ChIJzT_NUd2lPE0Rdpzq_mrp-Hc
Division No. 13,http://www.cityofselkirk.com/,Selkirk,Manitoba Selkirk & District General Hospital,ChIJ7QBCl_Zf6lIRg3ANnYoLiHE
Division No. 14,http://www.townofedson.ca/,Edson,Alberta Edson & District Healthcare Centre,ChIJNQ5T73oinFMRTcxuquTL2x4
Lanark County,http://www.carletonplace.ca/,Carleton Place,Ontario Carlton Place & District Memorial Hospital,ChIJhwgksoYO0kwRQBYjxyh7AwU
Manitoba,http://www.ierha.ca/default.aspx?cid=6341,Beausejour Hospital,Manitoba Beausejour Hospital District NO. 29,ChIJm3f4Tt596lIRygutx4D-YXw
Manitoba,https://www.southernhealth.ca/en/finding-care/steinbach/bethesda-regional-health-centre,Bethesda Regional Health Centre,Manitoba Bethesda Hospital,ChIJo_wf5Lc1wFIR29h8aLA-iEw
Manitoba,https://deerlodge.mb.ca/,Deer Lodge Centre,Manitoba Deer Lodge Centre,ChIJH99Go1dz6lIRs3Uu4NbXQY4
Manitoba,http://www.gracehospital.ca/,Grace Hospital,Manitoba Grace Hospital,ChIJFaUKzZkM6lIR6CuQE-PnYX0
Manitoba,http://www.hsc.mb.ca/,Health Sciences Centre Winnipeg,Manitoba Health Sciences Centre,ChIJa9ruCeVz6lIRVGSG44MFgKo
Manitoba,http://www.prairiemountainhealth.ca/,Prairie Mountain Health,Manitoba Brandon Regional Hospital,ChIJJ5dkFTWX51IRMkc7l0tYP3E
Manitoba,http://sogh.ca/,Seven Oaks General Hospital,Manitoba Seven Oaks General Hospital,ChIJ_Tq4YSl66lIRctM42kxjbGI
Manitoba,http://www.hsc.mb.ca/,The Children's Hospital of Winnipeg,Manitoba The Children's Hospital of Winnipeg,ChIJt8fDd95z6lIRdYgoOMX4TEM
Manitoba,http://www.nrha.ca/,Thompson General Hospital,Manitoba Thompson General Hospital,ChIJVW7ZVnvGX1IR08CmSZwiYwA
Manitoba,https://vgh.mb.ca/,Victoria General Hospital,Manitoba Victoria General Hospital,ChIJr5WhO4116lIRIoXdKfFivz4
Newfoundland and Labrador,http://www.centralhealth.nl.ca/,A.M. Guy Memorial Health Centre - Central Health,Newfoundland and Labrador A.M Guy Memorial Health Centre,ChIJC7o7En0MeksRdcntX1kHiRI
Newfoundland and Labrador,http://www.centralhealth.nl.ca/baie-verte-peninsula-health-centre/,Baie Verte Peninsula Health Centre,Newfoundland and Labrador Baie Verte Peninsula Health Centre,ChIJISjTgrxceEsRg24hrf0inzI
Newfoundland and Labrador,http://westernhealth.nl.ca/home/locations/locations-2/bonne-bay-health-centre/,Bonne Bay Health Centre,Newfoundland and Labrador Bonne Bay Health Centre,ChIJ1fTszxRZeUsRGVVgQ7mq4VM
Newfoundland and Labrador,http://www.centralhealth.nl.ca/,Brookfield Health Centre,Newfoundland and Labrador Brookfield Bonnews Health Care Centre,ChIJmbkeCRvgdUsRskKgOSunoBo
Newfoundland and Labrador,http://westernhealth.nl.ca/home/locations/locations-2/calder-health-centre/,Calder Health Centre - Western Health,Newfoundland and Labrador Calder Health Centre,ChIJOc31bxzAb0sRYzRw02DpGUg
Newfoundland and Labrador,http://www.easternhealth.ca/AboutEH.aspx?d=3&id=766&p=724,Carbonear General Hospital,Newfoundland and Labrador Carbonear General Hospital,ChIJyXWxA5ZRc0sRTR3DsKrrdvs
Newfoundland and Labrador,http://www.centralhealth.nl.ca/central-newfoundland-regional-health-centre/,Central Newfoundland Regional Health Centre,Newfoundland and Labrador Central Newfoundland Regional Health Centre,ChIJAxJxJIg6d0sRFK-MeTGF5_w
Newfoundland and Labrador,http://www.centralhealth.nl.ca/connaigre-peninsula-health-centre/,Connaigre Peninsula Community Health Centre,Newfoundland and Labrador Connaigre Peninsula Community Health Centre,ChIJs2JXtIsDcksRTaxVWu7Mn8c
Newfoundland and Labrador,http://www.lghealth.ca/index.php?pageid=38,Dr. Charles S. Curtis Memorial Hospital,Newfoundland and Labrador Dr. Charles S. Curtis Memorial Hospital,ChIJeQnWHM3ng0sRFj-wVvDW95k
Newfoundland and Labrador,http://www.centralhealth.nl.ca/dr-hugh-twomey-health-centre/,Dr. Hugh Twomey Health Centre,Newfoundland and Labrador Dr. Hugh Twomey Health Centre,ChIJmwgNv6sRd0sRiGiLxBN8GRw
Newfoundland and Labrador,http://westernhealth.nl.ca/home/locations/locations-2/dr-charles-l-legrow-health-centre/,Dr.Charles L.Legrow Health Centre,Newfoundland and Labrador Dr. Charles L. Legrow Health Centre,ChIJ86ZC-YCvZUsRINniK8OOWOo
Newfoundland and Labrador,http://www.centralhealth.nl.ca/,Fogo Island Health Centre,Newfoundland and Labrador Fogo Island Hospital,ChIJQyBpkt7Vd0sRJHcSx3-5cn4
Newfoundland and Labrador,http://www.easternhealth.ca/,Health Sciences Centre,"Newfoundland and Labrador General Hospital, Health Sciences Centre",ChIJq-QxBIajDEsRCdOplxO2bdA
Newfoundland and Labrador,http://www.centralhealth.nl.ca/,James Paton Memorial Hospital,Newfoundland and Labrador James Paton Memorial Hospital,ChIJGyi2GozydksRFtsTCIhsstk
Newfoundland and Labrador,https://janewayfoundation.nf.ca/,"Janeway Children's Health and Rehabilitation Centre, Eastern Health",Newfoundland and Labrador Janeway Children's Health and Rehabilitation Centre,ChIJX_kMwF6hDEsR-8qUJ38AltA
Newfoundland and Labrador,http://www.lghealth.ca/,Labrador Health Centre,Newfoundland and Labrador Labrador Health Centre,ChIJ-RN7_5p5e0wReQRk52UdhiM
Newfoundland and Labrador,https://www.yellowpages.ca/bus/Newfoundland-and-Labrador/Mose-Ambrose-Medical-Clinic/7031909.html,Mose Ambrose Medical Clinic,Newfoundland and Labrador Mose Ambrose Clinic,ChIJH5uQwzwRcksRFmnAvAex9-w
Newfoundland and Labrador,http://www.centralhealth.nl.ca/notre-dame-bay-memorial-health-centre/,Notre Dame Bay Memorial Health Centre,Newfoundland and Labrador Notre Dame Bay Memorial Health Care Centre,ChIJYZBlAurDd0sRFEomB7maMdY
Newfoundland and Labrador,http://westernhealth.nl.ca/index.php/locations/rural-health-centres/rufus-guinchard-health-centre,Rufus Guinchard Health Centre,Newfoundland and Labrador Rufus Guinchard Health Centre,ChIJa3ekTNtbf0sRlTkgA7pPEx8
Newfoundland and Labrador,http://westernhealth.nl.ca/home/locations/locations-2/sir-thomas-roddick-hospital/,Sir Thomas Roddick Hospital,Newfoundland and Labrador Sir Thomas Roddick Hospital,ChIJIRtZ5tYie0sR2V8qGfRoz6g
Newfoundland and Labrador,http://www.easternhealth.ca/AboutEH.aspx?d=3&id=811&p=724,St. Clare's Mercy Hospital,Newfoundland and Labrador St. Clare's Mercy Hospital,ChIJoWBBAKSjDEsRE4OPTVmTe_A
Newfoundland and Labrador,https://www.lghealth.ca/index.php?pageid=62,St. Lewis Community Clinic,Newfoundland and Labrador Mary's Harbour Community Clinic,ChIJXTyhW5n7hksRX3sb5dez_3Y
Newfoundland and Labrador,https://www.lghealth.ca/index.php?pageid=62,St. Lewis Community Clinic,Newfoundland and Labrador St. Lewis Community Clinic,ChIJXTyhW5n7hksRX3sb5dez_3Y
Newfoundland and Labrador,http://www.lghealth.ca/index.php?pageid=49,Strait of Belle Isle Health Centre,Newfoundland and Labrador Strait of Belle Isle Health Centre,ChIJpwkVaHqggUsRA3n9bl36MOQ
Newfoundland and Labrador,http://westernhealth.nl.ca/index.php/locations/hospitals/western-memorial-regional-hospital,Western Memorial Regional Hospital,Newfoundland and Labrador Western Memorial Regional Hospital,ChIJdRBvVgOye0sR-bLT6_XxRmk
Newfoundland and Labrador,http://www.lghealth.ca/index.php?pageid=50,White Bay Central Health Centre - Labrador-Grenfell Health,Newfoundland and Labrador White Bay Central Health Centre,ChIJh_KmsqQ7gksREtdusPOzNuU
Northwest Territories,http://www.hss.gov.nt.ca/en/hospitals-and-health-centres,Dehcho Health & Social Services,Northwest Territories Fort Simpson Hospital,ChIJJ7J-FZ5H3FMRBqTM8mDj0cw
Northwest Territories,http://www.hss.gov.nt.ca/en/hospitals-and-health-centres,Fort Smith Health Centre,Northwest Territories Fort Smith Health Centre,ChIJ0fdQGT6JyVMRbrDXHftCuMM
Northwest Territories,http://www.stantonrenewal.ca/,Stanton Territorial Hospital (new),Northwest Territories Stanton Regional Hospital,ChIJLSwjiTLx0VMRurW8S-UB6YI
Nova Scotia,http://www.nshealth.ca/locations-details/Aberdeen%20Hospital,Aberdeen Hospital,Nova Scotia Aberdeen Hospital,ChIJrQTL4_wbXEsR9NuM7gKQJO0
Nova Scotia,http://www.nshealth.ca/locations-details/Buchanan%20Memorial%20Community%20Health%20Centre,Buchanan Memorial Hospital,Nova Scotia Buchanan Memorial Hospital,ChIJdc76I0pWZksRvy8_dT2rxvY
Nova Scotia,http://www.nshealth.ca/locations-details/Cape%20Breton%20Regional%20Hospital,Cape Breton Regional Hospital (CBRH ),Nova Scotia Cape Breton Regional Hospital,ChIJ8Qx5aWL7Z0sRD8DUpos_t5s
Nova Scotia,http://www.nshealth.ca/locations-details/Colchester%20East%20Hants%20Health%20Centre,Colchester East Hants Health Centre,Nova Scotia Colchester Hospital,ChIJQfw2H-1PWUsRJCdACGkrce0
Nova Scotia,http://www.nshealth.ca/locations-details/Cumberland%20Regional%20Health%20Care%20Centre,Cumberland Regional Health Care Centre,Nova Scotia Cumberland Regional Health Care Centre,ChIJ-y-l_WJJX0sRApOf0WqQIDg
Nova Scotia,http://www.nshealth.ca/locations-details/Digby%20General%20Hospital,Digby General Hospital,Nova Scotia Digby General Hospital,ChIJfaxG-QsdqEwR9pCmpyrHO78
Nova Scotia,http://www.nshealth.ca/locations-details/Inverness%20Consolidated%20Memorial%20Hospital,Inverness Consolidated Memorial Hospital,Nova Scotia Inverness Consolidated Memorial Hospital,ChIJDQ2ruKKIXUsRT_5fokMtfGU
Nova Scotia,http://www.nshealth.ca/locations-details/Lillian%20Fraser%20Memorial%20Hospital,Lillian Fraser Memorial Hospital,Nova Scotia Lillian Fraser Memorial Hospital,ChIJSekSoDZOWUsRzeakJEqn9vc
Nova Scotia,http://www.nshealth.ca/locations-details/North%20Cumberland%20Memorial%20Hospital,North Cumberland Memorial Hospital,Nova Scotia North Cumberland Memorial Hospital,ChIJ96o7cEMhX0sRUgE0T2cp0uM
Nova Scotia,http://www.nshealth.ca/locations-details/Northside%20General%20Hospital,Northside General Hospital,Nova Scotia Northside General Hospital,ChIJLwjEPAPvZ0sR-HlMK0XgFK0
Nova Scotia,http://www.nshealth.ca/locations-details/Queens%20General%20Hospital,Queens General Hospital,Nova Scotia Queens General Hospital,ChIJNxMVuJQjV0sR6zP2VUpJs44
Nova Scotia,http://www.nshealth.ca/locations-details/Roseway%20Hospital,Roseway Hospital,Nova Scotia Roseway Hospital,ChIJ4ykqwZ-SVksRxcbthngOJtg
Nova Scotia,http://www.nshealth.ca/locations-details/Soldiers%20Memorial%20Hospital,Soldier's Memorial Hospital,Nova Scotia Soldiers Memorial Hospital,ChIJh-5w5V4TWEsRtp8uOQGk7vs
Nova Scotia,http://www.nshealth.ca/locations-details/South%20Cumberland%20Community%20Care%20Centre,South Cumberland Community Care Centre,Nova Scotia South Cumberland Community Care Center,ChIJMXBsV8fpWEsR3HEJYtxKXWo
Nova Scotia,http://www.nshealth.ca/locations-details/South%20Shore%20Regional%20Hospital,South Shore Regional Hospital,Nova Scotia South Shore Regional Hospital,ChIJwwV3zLhnV0sRlpT_Ty2WSWc
Nova Scotia,http://www.nshealth.ca/locations-details/St.%20Martha's%20Regional%20Hospital,St. Martha's Regional Hospital,Nova Scotia St. Martha's Regional Hospital,ChIJpzEeTBNFXEsRRbBGj0vGzMQ
Nova Scotia,http://www.nshealth.ca/locations-details/Strait%20Richmond%20Hospital,Strait Richmond Hospital,Nova Scotia Strait Richmond Hospital,ChIJ31ccNjIeXUsRgcqgJqkNKfc
Nova Scotia,http://www.nshealth.ca/locations-details/Valley%20Regional%20Hospital,Valley Regional Hospital,Nova Scotia Valley Regional Hospital,ChIJIaBh8SRXWEsRPYNrbRcq9mI
Nova Scotia,http://www.nshealth.ca/locations-details/Yarmouth%20Regional%20Hospital,Yarmouth Regional Hospital,Nova Scotia Yarmouth Regional Hospital,ChIJ8x0XqOUQVksRiXRBoru2CK8
Nunavut,https://www.gov.nu.ca/health/information/qikiqtani-general-hospital,Qikiqtani General Hospital,Nunavut Qikiqtani General Hospital,ChIJ4WSf0D4W000Ru5Lw8RmJlZY
Ontario,http://www.alexandrahospital.on.ca/,Alexandra Hospital,Ontario Alexandra Hospital,ChIJZSqwPz2cLogRPaDEUGSUfZc
Ontario,http://aghospital.on.ca/,Atikokan General Hospital,Ontario Atikokan General Hospital,ChIJ7SwI5wP3o1IRkhjIvjnp7Mo
Ontario,http://www.bchsys.org/,Brantford General Hospital,Ontario Brantford General Hospital,ChIJyS3UrvhlLIgRm4VpunJp_bk
Ontario,https://cmh.ca/,Campbellford Memorial Hospital,Ontario Campbellford Memorial Hospital,ChIJE9Y7t_gC1okRMwIvESNJg8Q
Ontario,http://www.bluewaterhealth.ca/,Charlotte Eleanor Englehart Hospital of Bluewater Health,Ontario Charlotte Eleanor Englehart Hospital of Bluewater Health,ChIJ0VR6r5eBL4gRnEZJGWUnGEE
Ontario,http://www.ckha.on.ca/,Chatham-Kent Health Alliance - Wallaceburg Site,"Ontario Chatham-Kent Health Alliance, Sydenham Campus",ChIJxxSQnkJdJYgRV7bep8FvoCU
Ontario,http://www.ckha.on.ca/,Chatham-Kent Health Alliance - Wallaceburg Site,Ontario Public General Hospital,ChIJxxSQnkJdJYgRV7bep8FvoCU
Ontario,http://www.cheo.on.ca/,CHEO,Ontario Children's Hospital of Eastern Ontario,ChIJK1usEmEPzkwRx-VkoaAaMnE
Ontario,http://cgmh.on.ca/,Collingwood General and Marine Hospital,Ontario Collingwood General And Marine Hospital,ChIJaQZKRuR7KogREEHMBpknHjY
Ontario,https://www.cornwallhospital.ca/,Cornwall Community Hospital/ Hôpital communautaire de Cornwall,Ontario Community Hospital McConnell Site,ChIJtb1bQP8ZzEwRZDfY3LL4XaQ
Ontario,http://www.drhc.on.ca/,Dryden Regional Health Centre,Ontario Dryden Regional Health Centre,ChIJb0TUYsizolIRIaYGkihMiyw
Ontario,http://www.espanolaregionalhospital.ca/,Espanola Regional Hospital and Health Centre,Ontario Espanola General Hospital,ChIJN7xN83AgLk0RQpaYaxG3ctw
Ontario,http://www.haltonhealthcare.on.ca/home.html,Georgetown Hospital,Ontario Georgetown Hospital,ChIJ-ZJQE7FyK4gRKCgYRTVGAgg
Ontario,http://www.geraldtondh.com/,Geraldton District Hospital,Ontario Geraldton District Hospital,ChIJQW5R4ye3Qk0RticjlWgsTdY
Ontario,http://www.grhosp.on.ca/,Grand River Hospital,Ontario Grand River Hospital,ChIJV5mLbmj0K4gRV5qXrNqbu7o
Ontario,http://gwmfoundation.com/about/,Great War Memorial Hospital Foundation,Ontario Great War Memorial Hospital,ChIJr3Y3UWF60kwRip4XNySPwjI
Ontario,http://www.gbhs.on.ca/,Grey Bruce Health Services - Owen Sound,Ontario Grey Bruce Health Services,ChIJC9OlBgv8KYgRy-E_2kQOVQ8
Ontario,http://www.gmch.ca/,Groves Memorial Community Hospital,Ontario Groves Memorial Community Hospital,ChIJOwjiPgy-K4gRH9BjUGBgfsw
Ontario,http://www.gghorg.ca/,Guelph General Hospital,Ontario Guelph General Hospital,ChIJbxdLofKaK4gRk1GjnMIlNak
Ontario,http://www.hwmh.ca/,Haldimand War Memorial Hospital,Ontario Haldimand War Memorial Hospital,ChIJ49_94VzELIgREkRcZT1bBYE
Ontario,https://www.hamiltonhealthsciences.ca/about-us/our-organization/our-locations/hamilton-general-hospital/,Hamilton General Hospital,Ontario Hamilton Health Sciences,ChIJZz-z34qbLIgRV3kQtNQcM-E
Ontario,http://www.hdhf.ca/,Hanover District Hospital,Ontario Hanover and District Hospital,ChIJ0aErTAqbKYgRHgvcJYGPUiY
Ontario,http://www.headwatershealth.ca/,Headwaters Health Care Centre,Ontario Headwaters Health Care Centre,ChIJs_BDcPIAK4gRzjULsYbZKFg
Ontario,http://www.hsnsudbury.ca/,Health Sciences North,Ontario Health Sciences North,ChIJq5QWhzNVLk0Rdc4zvoiacHk
Ontario,http://www.hhhs.ca/,HHHS Minden,Ontario Minden Hospital,ChIJowyadWQO1UwRvKDObE2S2NA
Ontario,http://www.homewoodhealth.com/health-centre,Homewood Health Centre,Ontario Homewood Health Centre,ChIJB09Gpo2aK4gR3XEPkjLMqlU
